claim_id,year,quarter,region,segment,claim_type,incurred_amount_eur,status,date_of_loss
CLM-10608,2023,4,Madrid,Private Motor,Third-party liability,356085.06,Closed,11/11/2023
CLM-10609,2023,4,Madrid,Private Motor,Third-party liability,911683.13,Closed,22/12/2023
CLM-10610,2023,4,Madrid,Private Motor,Windscreen,56137.94,Closed,11/12/2023
CLM-10611,2023,4,Madrid,Private Motor,Collision,208189.58,Open,24/10/2023
CLM-10612,2023,4,Madrid,Private Motor,Collision,260623.76,Closed,28/11/2023
CLM-10613,2023,4,Madrid,Private Motor,Collision,457555.98,Closed,12/10/2023
CLM-10614,2023,4,Madrid,Private Motor,Theft,484868.55,Closed,05/12/2023
CLM-10615,2023,4,Madrid,Private Motor,Theft,431328.32,Closed,11/11/2023
CLM-10616,2023,4,Madrid,Private Motor,Collision,149300.29,Closed,07/11/2023
CLM-10617,2023,4,Madrid,Private Motor,Third-party liability,557746.43,Closed,31/12/2023
CLM-10618,2023,4,Madrid,Private Motor,Windscreen,62981.94,Closed,28/11/2023
CLM-10619,2023,4,Madrid,Private Motor,Theft,1032352.43,Closed,23/10/2023
CLM-10620,2023,4,Madrid,Private Motor,Total loss,338835.73,Closed,23/10/2023
CLM-10621,2023,4,Madrid,Private Motor,Total loss,1484225.77,Closed,08/12/2023
CLM-10622,2023,4,Madrid,Private Motor,Collision,132569.69,Closed,27/12/2023
CLM-10623,2023,4,Madrid,Private Motor,Windscreen,66688.14,Closed,05/10/2023
CLM-10624,2023,4,Madrid,Private Motor,Third-party liability,253918.57,Closed,06/11/2023
CLM-10625,2023,4,Madrid,Private Motor,Collision,262222.73,Closed,27/12/2023
CLM-10626,2023,4,Madrid,Private Motor,Third-party liability,993295.68,Closed,29/10/2023
CLM-10627,2023,4,Madrid,Private Motor,Third-party liability,422800.91,Closed,10/10/2023
CLM-10628,2023,4,Madrid,Private Motor,Collision,429960.93,Closed,06/12/2023
CLM-10629,2023,4,Madrid,Private Motor,Third-party liability,540003.38,Closed,19/12/2023
CLM-10630,2023,4,Madrid,Private Motor,Collision,496284.05,Closed,15/10/2023
CLM-10631,2023,4,Madrid,Private Motor,Third-party liability,966830.52,Closed,27/11/2023
CLM-10632,2023,4,Valencia,Commercial Fleet,Collision,126082.26,Closed,09/12/2023
CLM-10633,2023,4,Valencia,Commercial Fleet,Windscreen,92706.94,Closed,28/10/2023
CLM-10634,2023,4,Valencia,Commercial Fleet,Third-party liability,1432700.22,Closed,18/12/2023
CLM-10635,2023,4,Valencia,Commercial Fleet,Weather damage,249504.96,Closed,03/11/2023
CLM-10636,2023,4,Valencia,Motorcycle,Weather damage,737199.93,Closed,28/10/2023
CLM-10637,2023,4,Valencia,Private Motor,Total loss,1326251.92,Closed,16/12/2023
CLM-10638,2023,4,Valencia,Private Motor,Collision,695179.28,Closed,08/12/2023
CLM-10639,2023,4,Valencia,Private Motor,Third-party liability,1304128.68,Closed,14/11/2023
CLM-10640,2023,4,Valencia,Private Motor,Theft,685911.4,Open,27/12/2023
CLM-10641,2023,4,Valencia,Private Motor,Weather damage,211860.2,Closed,13/12/2023
CLM-10642,2023,4,Valencia,Private Motor,Third-party liability,291561.91,Open,28/11/2023
CLM-10643,2023,4,Valencia,Private Motor,Theft,343250.92,Closed,27/11/2023
CLM-10644,2023,4,Valencia,Private Motor,Collision,293407.55,Closed,30/11/2023
CLM-10645,2024,1,Andalusia,Commercial Fleet,Windscreen,26175.38,Open,02/02/2024
CLM-10646,2024,1,Andalusia,Commercial Fleet,Windscreen,19121.01,Closed,19/02/2024
CLM-10647,2024,1,Andalusia,Commercial Fleet,Theft,270536.89,Closed,11/03/2024
CLM-10648,2024,1,Andalusia,Commercial Fleet,Collision,322403.15,Closed,05/02/2024
CLM-10649,2024,1,Andalusia,Commercial Fleet,Theft,219754.1,Closed,03/03/2024
CLM-10650,2024,1,Andalusia,Commercial Fleet,Theft,231748.46,Closed,24/01/2024
CLM-10651,2024,1,Andalusia,Commercial Fleet,Third-party liability,522990.81,Closed,16/02/2024
CLM-10652,2024,1,Andalusia,Commercial Fleet,Collision,190309.73,Open,23/03/2024
CLM-10653,2024,1,Andalusia,Commercial Fleet,Third-party liability,770576.01,Closed,24/01/2024
CLM-10654,2024,1,Andalusia,Commercial Fleet,Theft,236674.21,Open,18/01/2024
CLM-10655,2024,1,Andalusia,Motorcycle,Theft,967085.12,Closed,10/01/2024
CLM-10656,2024,1,Andalusia,Motorcycle,Collision,605196.41,Open,20/02/2024
CLM-10657,2024,1,Andalusia,Private Motor,Theft,569109.75,Closed,12/03/2024
CLM-10658,2024,1,Andalusia,Private Motor,Theft,879521.34,Open,06/01/2024
CLM-10659,2024,1,Andalusia,Private Motor,Collision,183181.04,Closed,27/01/2024
CLM-10660,2024,1,Andalusia,Private Motor,Collision,382448.8,Closed,22/01/2024
CLM-10661,2024,1,Andalusia,Private Motor,Theft,517322.3,Closed,24/03/2024
CLM-10662,2024,1,Andalusia,Private Motor,Collision,402371.19,Closed,19/03/2024
CLM-10663,2024,1,Andalusia,Private Motor,Third-party liability,829943.03,Closed,04/01/2024
CLM-10664,2024,1,Andalusia,Private Motor,Collision,268011.49,Closed,29/01/2024
CLM-10665,2024,1,Andalusia,Private Motor,Third-party liability,355411.03,Open,15/03/2024
CLM-10666,2024,1,Andalusia,Private Motor,Total loss,1078641.88,Closed,19/01/2024
CLM-10667,2024,1,Andalusia,Private Motor,Third-party liability,648504.68,Closed,17/03/2024
CLM-10668,2024,1,Andalusia,Private Motor,Third-party liability,580298.73,Closed,23/01/2024
CLM-10669,2024,1,Andalusia,Private Motor,Theft,1086450.61,Closed,08/02/2024
CLM-10670,2024,1,Andalusia,Private Motor,Weather damage,180742.65,Closed,16/01/2024
CLM-10671,2024,1,Andalusia,Private Motor,Third-party liability,815012.65,Closed,08/02/2024
CLM-10672,2024,1,Andalusia,Private Motor,Collision,306574.37,Closed,18/01/2024
CLM-10673,2024,1,Andalusia,Private Motor,Weather damage,175395.71,Open,17/02/2024
CLM-10674,2024,1,Andalusia,Private Motor,Windscreen,99012.42,Open,02/03/2024
CLM-10675,2024,1,Andalusia,Private Motor,Collision,98964.7,Closed,25/03/2024
CLM-10676,2024,1,Andalusia,Private Motor,Collision,549332.74,Closed,26/01/2024
CLM-10677,2024,1,Andalusia,Private Motor,Collision,246248.93,Closed,20/01/2024
CLM-10678,2024,1,Andalusia,Private Motor,Collision,705960.93,Closed,10/03/2024
CLM-10679,2024,1,Andalusia,Private Motor,Theft,862723.67,Closed,04/01/2024
CLM-10680,2024,1,Andalusia,Private Motor,Collision,685790.38,Closed,09/02/2024
CLM-10681,2024,1,Andalusia,Private Motor,Third-party liability,646574.13,Closed,19/03/2024
CLM-10682,2024,1,Andalusia,Private Motor,Theft,360726.95,Closed,14/02/2024
CLM-10683,2024,1,Basque Country,Commercial Fleet,Total loss,565275.33,Closed,06/03/2024
CLM-10684,2024,1,Basque Country,Motorcycle,Total loss,1521449.87,Open,02/03/2024
CLM-10685,2024,1,Basque Country,Private Motor,Third-party liability,323950.13,Closed,03/03/2024
CLM-10686,2024,1,Basque Country,Private Motor,Third-party liability,869956.08,Closed,05/02/2024
CLM-10687,2024,1,Basque Country,Private Motor,Weather damage,181334.43,Closed,24/03/2024
CLM-10688,2024,1,Basque Country,Private Motor,Collision,229319.62,Closed,12/01/2024
CLM-10689,2024,1,Basque Country,Private Motor,Windscreen,39410.82,Closed,10/03/2024
CLM-10690,2024,1,Basque Country,Private Motor,Collision,620793.82,Closed,04/03/2024
CLM-10691,2024,1,Catalonia,Commercial Fleet,Theft,669393.11,Open,06/01/2024
CLM-10692,2024,1,Catalonia,Commercial Fleet,Third-party liability,434026.52,Closed,29/03/2024
CLM-10693,2024,1,Catalonia,Commercial Fleet,Collision,389436.21,Closed,25/01/2024
CLM-10694,2024,1,Catalonia,Commercial Fleet,Collision,352264.64,Closed,24/03/2024
CLM-10695,2024,1,Catalonia,Commercial Fleet,Theft,1113766.52,Closed,15/03/2024
CLM-10696,2024,1,Catalonia,Commercial Fleet,Collision,377295.55,Closed,20/03/2024
CLM-10697,2024,1,Catalonia,Commercial Fleet,Third-party liability,396674.91,Open,09/02/2024
CLM-10698,2024,1,Catalonia,Commercial Fleet,Collision,445363.59,Closed,14/01/2024
CLM-10699,2024,1,Catalonia,Commercial Fleet,Third-party liability,615827.14,Open,13/02/2024
CLM-10700,2024,1,Catalonia,Commercial Fleet,Third-party liability,296065.51,Open,13/01/2024
CLM-10701,2024,1,Catalonia,Commercial Fleet,Windscreen,45676.03,Closed,04/02/2024
CLM-10702,2024,1,Catalonia,Commercial Fleet,Theft,889448.05,Closed,24/01/2024
CLM-10703,2024,1,Catalonia,Commercial Fleet,Theft,422213.09,Open,15/01/2024
CLM-10704,2024,1,Catalonia,Commercial Fleet,Third-party liability,1114248.41,Open,26/03/2024
CLM-10705,2024,1,Catalonia,Commercial Fleet,Windscreen,71577.99,Closed,31/01/2024
CLM-10706,2024,1,Catalonia,Commercial Fleet,Theft,632875.83,Closed,01/03/2024
CLM-10707,2024,1,Catalonia,Commercial Fleet,Theft,237106.08,Open,22/02/2024
CLM-10708,2024,1,Catalonia,Commercial Fleet,Collision,169013.73,Closed,02/03/2024
CLM-10709,2024,1,Catalonia,Commercial Fleet,Third-party liability,882701.9,Closed,24/02/2024
CLM-10710,2024,1,Catalonia,Commercial Fleet,Third-party liability,686874.66,Closed,28/03/2024
CLM-10711,2024,1,Catalonia,Commercial Fleet,Collision,223269.7,Closed,16/02/2024
CLM-10712,2024,1,Catalonia,Commercial Fleet,Weather damage,119851.35,Closed,10/01/2024
CLM-10713,2024,1,Catalonia,Commercial Fleet,Theft,436975.71,Open,30/01/2024
CLM-10714,2024,1,Catalonia,Motorcycle,Collision,360149.07,Closed,21/01/2024
CLM-10715,2024,1,Catalonia,Motorcycle,Collision,693092.98,Closed,31/01/2024
CLM-10716,2024,1,Catalonia,Motorcycle,Theft,1007016.43,Closed,08/01/2024
CLM-10717,2024,1,Catalonia,Motorcycle,Third-party liability,826361.8,Closed,06/03/2024
CLM-10718,2024,1,Catalonia,Motorcycle,Third-party liability,1105766.79,Closed,26/03/2024
CLM-10719,2024,1,Catalonia,Private Motor,Collision,274951.82,Closed,26/02/2024
CLM-10720,2024,1,Catalonia,Private Motor,Theft,813504.16,Closed,08/02/2024
CLM-10721,2024,1,Catalonia,Private Motor,Theft,790805.6,Closed,18/02/2024
CLM-10722,2024,1,Catalonia,Private Motor,Third-party liability,776362.89,Closed,05/02/2024
CLM-10723,2024,1,Catalonia,Private Motor,Third-party liability,603122.38,Closed,06/03/2024
CLM-10724,2024,1,Catalonia,Private Motor,Collision,194138.89,Open,29/02/2024
CLM-10725,2024,1,Catalonia,Private Motor,Collision,339848.5,Closed,21/03/2024
CLM-10726,2024,1,Catalonia,Private Motor,Collision,598477.71,Closed,02/03/2024
CLM-10727,2024,1,Catalonia,Private Motor,Collision,305934.08,Closed,02/02/2024
CLM-10728,2024,1,Catalonia,Private Motor,Third-party liability,307662.63,Closed,28/01/2024
CLM-10729,2024,1,Catalonia,Private Motor,Total loss,317670.79,Open,13/01/2024
CLM-10730,2024,1,Catalonia,Private Motor,Windscreen,76293.3,Closed,11/02/2024
CLM-10731,2024,1,Catalonia,Private Motor,Collision,250871.17,Closed,22/01/2024
CLM-10732,2024,1,Catalonia,Private Motor,Third-party liability,718473.99,Open,07/01/2024
CLM-10733,2024,1,Catalonia,Private Motor,Weather damage,220973.6,Open,25/03/2024
CLM-10734,2024,1,Catalonia,Private Motor,Collision,413694.56,Closed,19/02/2024
CLM-10735,2024,1,Catalonia,Private Motor,Total loss,771640.87,Closed,16/02/2024
CLM-10736,2024,1,Catalonia,Private Motor,Collision,241036.29,Closed,11/02/2024
CLM-10737,2024,1,Catalonia,Private Motor,Theft,547492.0,Closed,31/03/2024
CLM-10738,2024,1,Catalonia,Private Motor,Third-party liability,771781.22,Closed,29/02/2024
CLM-10739,2024,1,Catalonia,Private Motor,Collision,345103.51,Closed,25/01/2024
CLM-10740,2024,1,Catalonia,Private Motor,Collision,212389.73,Closed,01/02/2024
CLM-10741,2024,1,Catalonia,Private Motor,Total loss,661866.1,Closed,23/01/2024
CLM-10742,2024,1,Catalonia,Private Motor,Theft,779420.73,Open,03/01/2024
CLM-10743,2024,1,Catalonia,Private Motor,Theft,368755.34,Closed,12/03/2024
CLM-10744,2024,1,Catalonia,Private Motor,Collision,224074.04,Closed,15/01/2024
CLM-10745,2024,1,Catalonia,Private Motor,Total loss,1074377.0,Closed,07/01/2024
CLM-10746,2024,1,Catalonia,Private Motor,Collision,428033.43,Open,06/03/2024
CLM-10747,2024,1,Galicia,Commercial Fleet,Collision,357967.83,Closed,21/03/2024
CLM-10748,2024,1,Galicia,Commercial Fleet,Collision,313365.79,Closed,28/03/2024
CLM-10749,2024,1,Galicia,Motorcycle,Total loss,1040554.76,Closed,29/02/2024
CLM-10750,2024,1,Galicia,Motorcycle,Weather damage,249744.97,Open,08/02/2024
CLM-10751,2024,1,Galicia,Motorcycle,Third-party liability,597952.56,Closed,06/01/2024
CLM-10752,2024,1,Galicia,Private Motor,Weather damage,257236.39,Closed,18/03/2024
CLM-10753,2024,1,Galicia,Private Motor,Weather damage,228850.97,Closed,02/03/2024
CLM-10754,2024,1,Galicia,Private Motor,Windscreen,27398.62,Closed,20/01/2024
CLM-10755,2024,1,Galicia,Private Motor,Weather damage,152369.19,Closed,14/03/2024
CLM-10756,2024,1,Galicia,Private Motor,Third-party liability,490025.57,Closed,25/01/2024
CLM-10757,2024,1,Galicia,Private Motor,Collision,442681.71,Closed,26/01/2024
CLM-10758,2024,1,Galicia,Private Motor,Collision,215910.09,Closed,29/01/2024
CLM-10759,2024,1,Madrid,Commercial Fleet,Collision,395150.75,Closed,23/02/2024
CLM-10760,2024,1,Madrid,Commercial Fleet,Theft,435973.24,Closed,06/03/2024
CLM-10761,2024,1,Madrid,Commercial Fleet,Theft,533474.08,Closed,10/03/2024
CLM-10762,2024,1,Madrid,Commercial Fleet,Windscreen,36130.92,Open,24/03/2024
CLM-10763,2024,1,Madrid,Commercial Fleet,Collision,110141.82,Closed,31/03/2024
CLM-10764,2024,1,Madrid,Commercial Fleet,Theft,554936.41,Open,21/01/2024
CLM-10765,2024,1,Madrid,Commercial Fleet,Windscreen,60438.41,Closed,03/01/2024
CLM-10766,2024,1,Madrid,Commercial Fleet,Total loss,532910.55,Closed,06/03/2024
CLM-10767,2024,1,Madrid,Commercial Fleet,Third-party liability,728179.17,Closed,02/03/2024
CLM-10768,2024,1,Madrid,Motorcycle,Third-party liability,1004813.38,Closed,24/03/2024
CLM-10769,2024,1,Madrid,Motorcycle,Collision,312564.95,Closed,07/03/2024
CLM-10770,2024,1,Madrid,Private Motor,Theft,439619.75,Closed,29/01/2024
CLM-10771,2024,1,Madrid,Private Motor,Third-party liability,1260196.24,Closed,01/02/2024
CLM-10772,2024,1,Madrid,Private Motor,Collision,165094.91,Open,21/03/2024
CLM-10773,2024,1,Madrid,Private Motor,Third-party liability,709874.49,Closed,05/01/2024
CLM-10774,2024,1,Madrid,Private Motor,Weather damage,476593.09,Closed,26/02/2024
CLM-10775,2024,1,Madrid,Private Motor,Third-party liability,626323.53,Closed,07/01/2024
CLM-10776,2024,1,Madrid,Private Motor,Theft,382546.19,Open,24/03/2024
CLM-10777,2024,1,Madrid,Private Motor,Windscreen,52497.94,Closed,14/01/2024
CLM-10778,2024,1,Madrid,Private Motor,Theft,510447.75,Open,12/03/2024
CLM-10779,2024,1,Madrid,Private Motor,Windscreen,43257.8,Closed,26/02/2024
CLM-10780,2024,1,Madrid,Private Motor,Theft,361851.43,Closed,17/02/2024
CLM-10781,2024,1,Madrid,Private Motor,Collision,373616.45,Closed,05/03/2024
CLM-10782,2024,1,Madrid,Private Motor,Third-party liability,656973.62,Closed,19/02/2024
CLM-10783,2024,1,Madrid,Private Motor,Collision,358024.56,Closed,07/03/2024
CLM-10784,2024,1,Madrid,Private Motor,Theft,612446.89,Open,25/02/2024
CLM-10785,2024,1,Madrid,Private Motor,Third-party liability,146264.21,Closed,21/01/2024
CLM-10786,2024,1,Madrid,Private Motor,Third-party liability,1151957.69,Closed,04/03/2024
CLM-10787,2024,1,Madrid,Private Motor,Collision,222457.54,Closed,21/02/2024
CLM-10788,2024,1,Madrid,Private Motor,Collision,273262.32,Closed,27/01/2024
CLM-10789,2024,1,Madrid,Private Motor,Collision,220081.61,Closed,10/02/2024
CLM-10790,2024,1,Madrid,Private Motor,Collision,412263.95,Open,07/01/2024
CLM-10791,2024,1,Madrid,Private Motor,Theft,228859.3,Closed,03/03/2024
CLM-10792,2024,1,Madrid,Private Motor,Collision,353886.95,Closed,12/01/2024
CLM-10793,2024,1,Madrid,Private Motor,Collision,393383.66,Closed,01/02/2024
CLM-10794,2024,1,Madrid,Private Motor,Third-party liability,844358.19,Closed,16/02/2024
CLM-10795,2024,1,Valencia,Commercial Fleet,Total loss,411289.56,Closed,11/01/2024
CLM-10796,2024,1,Valencia,Commercial Fleet,Collision,587439.15,Closed,28/01/2024
CLM-10797,2024,1,Valencia,Commercial Fleet,Collision,271608.82,Open,28/02/2024
CLM-10798,2024,1,Valencia,Commercial Fleet,Weather damage,119350.34,Open,27/03/2024
CLM-10799,2024,1,Valencia,Motorcycle,Weather damage,430909.83,Closed,26/01/2024
CLM-10800,2024,1,Valencia,Private Motor,Total loss,1239915.49,Open,15/02/2024
CLM-10801,2024,1,Valencia,Private Motor,Weather damage,147562.22,Closed,12/03/2024
CLM-10802,2024,1,Valencia,Private Motor,Collision,419841.96,Open,07/03/2024
CLM-10803,2024,1,Valencia,Private Motor,Total loss,819777.01,Closed,13/01/2024
CLM-10804,2024,1,Valencia,Private Motor,Collision,506599.13,Closed,11/03/2024
CLM-10805,2024,1,Valencia,Private Motor,Theft,235786.31,Closed,02/02/2024
CLM-10806,2024,1,Valencia,Private Motor,Windscreen,64807.73,Open,25/01/2024
CLM-10807,2024,1,Valencia,Private Motor,Windscreen,33183.62,Open,08/03/2024
CLM-10808,2024,1,Valencia,Private Motor,Weather damage,187507.54,Closed,03/03/2024
CLM-10809,2024,1,Valencia,Private Motor,Third-party liability,937240.57,Closed,25/02/2024
CLM-10810,2024,1,Valencia,Private Motor,Weather damage,394589.39,Open,02/03/2024
CLM-10811,2024,1,Valencia,Private Motor,Windscreen,70791.78,Closed,21/02/2024
CLM-10812,2024,2,Andalusia,Commercial Fleet,Theft,310248.27,Closed,23/05/2024
CLM-10813,2024,2,Andalusia,Commercial Fleet,Theft,588832.58,Closed,02/04/2024
CLM-10814,2024,2,Andalusia,Commercial Fleet,Collision,373850.3,Closed,04/05/2024
CLM-10815,2024,2,Andalusia,Commercial Fleet,Collision,738624.88,Closed,09/04/2024
CLM-10816,2024,2,Andalusia,Commercial Fleet,Collision,365168.26,Closed,19/06/2024
CLM-10817,2024,2,Andalusia,Commercial Fleet,Theft,322629.32,Closed,02/04/2024
CLM-10818,2024,2,Andalusia,Commercial Fleet,Collision,274890.97,Open,03/06/2024
CLM-10819,2024,2,Andalusia,Commercial Fleet,Weather damage,90788.22,Closed,05/04/2024
CLM-10820,2024,2,Andalusia,Commercial Fleet,Collision,196669.37,Closed,06/04/2024
CLM-10821,2024,2,Andalusia,Commercial Fleet,Third-party liability,747501.16,Closed,23/05/2024
CLM-10822,2024,2,Andalusia,Commercial Fleet,Third-party liability,627002.22,Closed,17/05/2024
CLM-10823,2024,2,Andalusia,Private Motor,Windscreen,59465.61,Closed,21/05/2024
CLM-10824,2024,2,Andalusia,Private Motor,Theft,392487.54,Closed,23/06/2024
CLM-10825,2024,2,Andalusia,Private Motor,Collision,389298.84,Closed,02/04/2024
CLM-10826,2024,2,Andalusia,Private Motor,Third-party liability,593179.77,Closed,23/06/2024
CLM-10827,2024,2,Andalusia,Private Motor,Third-party liability,412263.36,Closed,03/04/2024
CLM-10828,2024,2,Andalusia,Private Motor,Total loss,673919.21,Closed,18/04/2024
CLM-10829,2024,2,Andalusia,Private Motor,Theft,505941.79,Closed,20/04/2024
CLM-10830,2024,2,Andalusia,Private Motor,Total loss,919160.5,Closed,02/05/2024
CLM-10831,2024,2,Andalusia,Private Motor,Third-party liability,414211.5,Closed,23/04/2024
CLM-10832,2024,2,Andalusia,Private Motor,Third-party liability,1287056.97,Open,23/05/2024
CLM-10833,2024,2,Andalusia,Private Motor,Collision,470687.97,Open,08/06/2024
CLM-10834,2024,2,Andalusia,Private Motor,Theft,240832.92,Closed,01/05/2024
CLM-10835,2024,2,Andalusia,Private Motor,Theft,175042.76,Closed,02/05/2024
CLM-10836,2024,2,Andalusia,Private Motor,Third-party liability,627389.02,Closed,26/04/2024
CLM-10837,2024,2,Andalusia,Private Motor,Theft,174176.08,Closed,02/06/2024
CLM-10838,2024,2,Basque Country,Commercial Fleet,Total loss,1862497.73,Closed,03/06/2024
CLM-10839,2024,2,Basque Country,Commercial Fleet,Windscreen,48567.68,Closed,18/06/2024
CLM-10840,2024,2,Basque Country,Commercial Fleet,Theft,343283.35,Closed,25/04/2024
CLM-10841,2024,2,Basque Country,Commercial Fleet,Weather damage,139376.05,Closed,25/06/2024
CLM-10842,2024,2,Basque Country,Commercial Fleet,Total loss,263246.33,Open,29/05/2024
CLM-10843,2024,2,Basque Country,Commercial Fleet,Third-party liability,1121649.86,Closed,25/05/2024
CLM-10844,2024,2,Basque Country,Private Motor,Windscreen,52469.72,Closed,22/04/2024
CLM-10845,2024,2,Basque Country,Private Motor,Collision,267574.89,Closed,08/06/2024
CLM-10846,2024,2,Basque Country,Private Motor,Windscreen,41449.08,Closed,08/04/2024
CLM-10847,2024,2,Catalonia,Commercial Fleet,Third-party liability,835947.33,Closed,09/04/2024
CLM-10848,2024,2,Catalonia,Commercial Fleet,Collision,231537.64,Open,18/06/2024
CLM-10849,2024,2,Catalonia,Commercial Fleet,Collision,200721.21,Closed,26/04/2024
CLM-10850,2024,2,Catalonia,Commercial Fleet,Third-party liability,376530.19,Closed,25/04/2024
CLM-10851,2024,2,Catalonia,Commercial Fleet,Third-party liability,445888.68,Open,14/06/2024
CLM-10852,2024,2,Catalonia,Commercial Fleet,Third-party liability,1267837.95,Closed,05/05/2024
CLM-10853,2024,2,Catalonia,Commercial Fleet,Theft,215685.38,Closed,04/06/2024
CLM-10854,2024,2,Catalonia,Commercial Fleet,Third-party liability,589494.33,Closed,12/06/2024
CLM-10855,2024,2,Catalonia,Motorcycle,Windscreen,55582.51,Closed,07/05/2024
CLM-10856,2024,2,Catalonia,Motorcycle,Total loss,1446113.36,Closed,27/04/2024
CLM-10857,2024,2,Catalonia,Motorcycle,Collision,357649.35,Open,09/06/2024
CLM-10858,2024,2,Catalonia,Private Motor,Collision,466658.24,Closed,07/05/2024
CLM-10859,2024,2,Catalonia,Private Motor,Total loss,1002981.72,Open,26/05/2024
CLM-10860,2024,2,Catalonia,Private Motor,Collision,211652.21,Closed,16/05/2024
CLM-10861,2024,2,Catalonia,Private Motor,Collision,309414.36,Open,14/05/2024
CLM-10862,2024,2,Catalonia,Private Motor,Weather damage,318273.65,Closed,30/06/2024
CLM-10863,2024,2,Catalonia,Private Motor,Windscreen,86349.44,Closed,27/04/2024
CLM-10864,2024,2,Catalonia,Private Motor,Total loss,607430.18,Closed,28/04/2024
CLM-10865,2024,2,Catalonia,Private Motor,Theft,573320.65,Closed,06/06/2024
CLM-10866,2024,2,Catalonia,Private Motor,Windscreen,64253.74,Open,17/06/2024
CLM-10867,2024,2,Catalonia,Private Motor,Total loss,899152.78,Closed,16/04/2024
CLM-10868,2024,2,Catalonia,Private Motor,Third-party liability,722395.39,Closed,19/06/2024
CLM-10869,2024,2,Catalonia,Private Motor,Third-party liability,409921.27,Closed,26/06/2024
CLM-10870,2024,2,Catalonia,Private Motor,Windscreen,46615.94,Closed,16/05/2024
CLM-10871,2024,2,Catalonia,Private Motor,Collision,233767.85,Open,11/04/2024
CLM-10872,2024,2,Catalonia,Private Motor,Third-party liability,566384.56,Closed,03/04/2024
CLM-10873,2024,2,Catalonia,Private Motor,Third-party liability,1170586.94,Closed,13/06/2024
CLM-10874,2024,2,Catalonia,Private Motor,Third-party liability,771367.59,Closed,25/06/2024
CLM-10875,2024,2,Catalonia,Private Motor,Third-party liability,531420.01,Open,10/04/2024
CLM-10876,2024,2,Catalonia,Private Motor,Third-party liability,742866.51,Open,12/06/2024
CLM-10877,2024,2,Catalonia,Private Motor,Collision,363609.47,Closed,03/05/2024
CLM-10878,2024,2,Catalonia,Private Motor,Collision,371204.19,Open,11/05/2024
CLM-10879,2024,2,Catalonia,Private Motor,Weather damage,452716.59,Closed,07/05/2024
CLM-10880,2024,2,Catalonia,Private Motor,Collision,223138.36,Closed,06/05/2024
CLM-10881,2024,2,Catalonia,Private Motor,Collision,577965.76,Closed,15/06/2024
CLM-10882,2024,2,Catalonia,Private Motor,Windscreen,71255.07,Closed,24/04/2024
CLM-10883,2024,2,Catalonia,Private Motor,Third-party liability,381301.62,Open,23/05/2024
CLM-10884,2024,2,Catalonia,Private Motor,Collision,183515.85,Closed,21/05/2024
CLM-10885,2024,2,Catalonia,Private Motor,Collision,224559.04,Open,14/05/2024
CLM-10886,2024,2,Catalonia,Private Motor,Total loss,869773.65,Open,17/05/2024
CLM-10887,2024,2,Catalonia,Private Motor,Theft,159853.84,Closed,20/04/2024
CLM-10888,2024,2,Catalonia,Private Motor,Collision,161221.95,Closed,03/06/2024
CLM-10889,2024,2,Catalonia,Private Motor,Theft,584411.86,Closed,19/04/2024
CLM-10890,2024,2,Galicia,Commercial Fleet,Third-party liability,546264.98,Closed,22/05/2024
CLM-10891,2024,2,Galicia,Commercial Fleet,Weather damage,660459.52,Open,13/04/2024
CLM-10892,2024,2,Galicia,Commercial Fleet,Third-party liability,777042.33,Closed,12/06/2024
CLM-10893,2024,2,Galicia,Private Motor,Windscreen,41607.14,Closed,02/04/2024
CLM-10894,2024,2,Galicia,Private Motor,Third-party liability,519799.11,Closed,02/05/2024
CLM-10895,2024,2,Galicia,Private Motor,Collision,417910.8,Closed,03/06/2024
CLM-10896,2024,2,Madrid,Commercial Fleet,Collision,487555.98,Closed,22/04/2024
CLM-10897,2024,2,Madrid,Commercial Fleet,Theft,544784.87,Open,23/05/2024
CLM-10898,2024,2,Madrid,Commercial Fleet,Weather damage,293391.36,Open,15/05/2024
CLM-10899,2024,2,Madrid,Commercial Fleet,Windscreen,48032.96,Closed,05/04/2024
CLM-10900,2024,2,Madrid,Commercial Fleet,Theft,445581.86,Open,01/05/2024
CLM-10901,2024,2,Madrid,Commercial Fleet,Third-party liability,644718.28,Closed,14/06/2024
CLM-10902,2024,2,Madrid,Commercial Fleet,Windscreen,50521.46,Closed,23/05/2024
CLM-10903,2024,2,Madrid,Commercial Fleet,Collision,528995.29,Closed,18/05/2024
CLM-10904,2024,2,Madrid,Commercial Fleet,Theft,215384.29,Open,24/05/2024
CLM-10905,2024,2,Madrid,Commercial Fleet,Collision,234529.91,Open,04/04/2024
CLM-10906,2024,2,Madrid,Commercial Fleet,Windscreen,52136.76,Closed,06/04/2024
CLM-10907,2024,2,Madrid,Commercial Fleet,Collision,319011.22,Closed,03/04/2024
CLM-10908,2024,2,Madrid,Commercial Fleet,Collision,137009.98,Closed,12/04/2024
CLM-10909,2024,2,Madrid,Commercial Fleet,Collision,221194.26,Closed,12/04/2024
CLM-10910,2024,2,Madrid,Commercial Fleet,Collision,263320.51,Closed,12/05/2024
CLM-10911,2024,2,Madrid,Commercial Fleet,Theft,402368.77,Closed,23/05/2024
CLM-10912,2024,2,Madrid,Commercial Fleet,Collision,309779.15,Open,25/05/2024
